,video_id,comment,comment_cleaned
455,AQhiMirOODY,I'm only getting the jab when I hear Shrek's professional opinion on this.,i'm only getting the jab when i hear shrek's professional opinion on this.
456,AQhiMirOODY,"Hey Matt, maybe you can explain why your friends are more important than the thousands upon thousands of victims who have had their lives and health snatched away from these vaccines.","hey matt, maybe you can explain why your friends are more important than the thousands upon thousands of victims who have had their lives and health snatched away from these vaccines."
457,AQhiMirOODY,What does Ja Rule think about this though,what does ja rule think about this though
458,AQhiMirOODY,"Will listen to my MD certified Pathologist wife who warns against vaccine dangers before considering professional actor Mr Damon's ""science"".","will listen to my md certified pathologist wife who warns against vaccine dangers before considering professional actor mr damon's ""science""."
459,AQhiMirOODY,I honestly need to hear Mr. Beans input on this issue!!,i honestly need to hear mr. beans input on this issue!!
460,AQhiMirOODY,*I just got my first shot and I'll be getting my 2nd shot as soon as the bartender comes back.*,*i just got my first shot and i'll be getting my 2nd shot as soon as the bartender comes back.*
461,1m_iclAMXLo,The Governor trusted the CDC just like 70%. Only politician to admit he was wrong. Right on Ron,the governor trusted the cdc just like 70%. only politician to admit he was wrong. right on ron
462,1m_iclAMXLo,"O my God, he changed his mind  when more information became available as time went on!!Sounds like a smart person","o my god, he changed his mind  when more information became available as time went on!!sounds like a smart person"
463,1m_iclAMXLo,He changed his mind when 30 year olds suddenly starting dying having heart attacks on an alarming rate. Fair play on him for speaking out.,he changed his mind when 30 year olds suddenly starting dying having heart attacks on an alarming rate. fair play on him for speaking out.
464,1m_iclAMXLo,Being sold a lemon and then realizing later it was a lemon isn’t flip flopping.,being sold a lemon and then realizing later it was a lemon isn’t flip flopping.
465,1m_iclAMXLo,Making vaccines available and making it mandatory are completely different.,making vaccines available and making it mandatory are completely different.
466,1m_iclAMXLo,Changing your stance when you find valid information that government officials have been deceptive throughout this entire pandemic process is the sign of a strong leader,changing your stance when you find valid information that government officials have been deceptive throughout this entire pandemic process is the sign of a strong lead
467,1m_iclAMXLo,"Honestly, people that spread misinformation should be held accountable for the deaths they caused.","honestly, people that spread misinformation should be held accountable for the deaths they caused."
468,1m_iclAMXLo,"“The vaccine should be tested on politicians first.  If they survive, the vaccine is safe.  
If they don’t, then the country is safe.”
—  Monika Wisniewska
……..","“the vaccine should be tested on politicians first.  if they survive, the vaccine is safe.  
if they don’t, then the country is safe.”
—  monika wisniewska
…….."
469,1m_iclAMXLo,All states need to investigate Covid,all states need to investigate covid
470,1m_iclAMXLo,A wise man will change his mind a fool won't.,a wise man will change his mind a fool won't.
471,Kd-E95tXfsY,This didn't age well.,this didn't age well.
472,Kd-E95tXfsY,MRNA turns your body into a spike protein factory and doesn't let up.,mrna turns your body into a spike protein factory and doesn't let up.
473,Kd-E95tXfsY,"Great explanation. Except new data shows spike proteins from mrna can enter cell nuclei, so  there are questions about whether spike proteins really are as harmless as was first thought.","great explanation. except new data shows spike proteins from mrna can enter cell nuclei, so  there are questions about whether spike proteins really are as harmless as was first thought."
474,Kd-E95tXfsY,Years ago I used to laugh at my friend for prepping for the zombie apocalypse. Guess who's laughing now. 🙁,years ago i used to laugh at my friend for prepping for the zombie apocalypse. guess who's laughing now. 🙁
475,Kd-E95tXfsY,Your own immune system is better without interruption.,your own immune system is better without interruption.
476,Kd-E95tXfsY,"I'll take a pass until the long-term human safety trials are complete, which is what's happening now...","i'll take a pass until the long-term human safety trials are complete, which is what's happening now..."
477,Kd-E95tXfsY,"but if it really works, why is that pharma companies producing that COVID 19 evade legal sanctions and no liability if it fails, since they said it is effective (theoritically)...","but if it really works, why is that pharma companies producing that covid 19 evade legal sanctions and no liability if it fails, since they said it is effective (theoritically)..."
479,Kd-E95tXfsY,“Faith is like a radar that sees through the fog of the reality of things at a distance that the human eye cannot see.”,“faith is like a radar that sees through the fog of the reality of things at a distance that the human eye cannot see.”
480,Kd-E95tXfsY,GOD GUNNA HAVE TO WIPE THE GENE POOL AGAIN!,god gunna have to wipe the gene pool again!
482,-92HQA0GcI8,Gosh that PhD student really hit the jackpot of PhDs,gosh that phd student really hit the jackpot of phd
483,-92HQA0GcI8,"3 things I still can't get today:
1. covid vaccine
2. PS5
3. RTX 3090","3 things i still can't get today:
1. covid vaccine
2. ps5
3. rtx 3090"
484,-92HQA0GcI8,"Dude, amazing explanation video. I really wish they would show more of that on TV instead of all those depressing news about covid and political debates about every single decision.","dude, amazing explanation video. i really wish they would show more of that on tv instead of all those depressing news about covid and political debates about every single decision."
485,-92HQA0GcI8,"7:57 ""Can you play Doom on this thing?"" Responds with: ""Some of our computers, you are able to play at max settings""","7:57 ""can you play doom on this thing?"" responds with: ""some of our computers, you are able to play at max settings"""
488,-92HQA0GcI8,Imagine writing your phd and get to study a pandemic first hand...,imagine writing your phd and get to study a pandemic first hand...
489,-92HQA0GcI8,"Lots of love and respect to the science community. The media focuses a lot on crappy influencers, royals, actors and actresses , sports people but they forget about the people working anonymously to save and protect lives.","lots of love and respect to the science community. the media focuses a lot on crappy influencers, royals, actors and actresses , sports people but they forget about the people working anonymously to save and protect lives."
490,-92HQA0GcI8,Your last statement is extremely important. Supporting basic research is so important.,your last statement is extremely important. supporting basic research is so important.
491,RaLxhFiOBYk,What she didn't realize was that the FDA was in on the crime too.,what she didn't realize was that the fda was in on the crime too.
494,RaLxhFiOBYk,Prison for these pharmaceutical employers.,prison for these pharmaceutical employers.
495,RaLxhFiOBYk,Nothing but respect and admiration for this woman for speaking out. Thank you 🙏,nothing but respect and admiration for this woman for speaking out. thank you 🙏
496,RaLxhFiOBYk,"This lady is so brave and smart! Lucky world to have someone with great morals. Out of so many employees at Pfizer and Ventavia, she is the only one who noticed weird things, realized what was happening, and spoke up.","this lady is so brave and smart! lucky world to have someone with great morals. out of so many employees at pfizer and ventavia, she is the only one who noticed weird things, realized what was happening, and spoke up."
497,RaLxhFiOBYk,"When exposing a crime is treated as committing a crime, you're being ruled by criminals.","when exposing a crime is treated as committing a crime, you're being ruled by criminals."
498,RaLxhFiOBYk,"With so little intergrity and morals in the world it's somewhat heartening to see people like this putting they're life and career on the line to tell the truth, thank you.","with so little intergrity and morals in the world it's somewhat heartening to see people like this putting they're life and career on the line to tell the truth, thank you."
499,RaLxhFiOBYk,"Thank you, Covid-19 Researcher for your integrity ❤️

May God protect you from these criminals🙏","thank you, covid-19 researcher for your integrity ❤️

may god protect you from these criminals🙏"
500,RaLxhFiOBYk,"My doctor knew about some people having adverse reactions. The medical officials knew, and their silence speaks volumes","my doctor knew about some people having adverse reactions. the medical officials knew, and their silence speaks volum"
502,sv0dQfRRrEQ,Its really disturbing that facts and medicine have been somehow integrated into political beliefs,its really disturbing that facts and medicine have been somehow integrated into political belief
503,sv0dQfRRrEQ,"if we hadn't treated covid as a political issue instead of the health issue it really is, we really would've gotten a lot more done by now","if we hadn't treated covid as a political issue instead of the health issue it really is, we really would've gotten a lot more done by now"
504,sv0dQfRRrEQ,"I feel like this is just one example of the main reason why I despise modern politics. It has become an Us vs Them thing. It no longer matters what your qualifications are, your experience, your plans or even what kind of person you are. Now all you have to do is say the other side is bad and “they” want to keep you down and you’ll get a significant amount of the vote which can turn the tides for you. Now, everything becomes politicized and that makes people on both sides dumber because they think with emotions rather than their brain.","i feel like this is just one example of the main reason why i despise modern politics. it has become an us vs them thing. it no longer matters what your qualifications are, your experience, your plans or even what kind of person you are. now all you have to do is say the other side is bad and “they” want to keep you down and you’ll get a significant amount of the vote which can turn the tides for you. now, everything becomes politicized and that makes people on both sides dumber because they think with emotions rather than their brain."
505,sv0dQfRRrEQ,"I lost my dad to Covid and I’m just 18. I told him many times to get the vaccine, but he was skewed by political views. It hurts a lot to see him gone. Im sorry if you rely on your news station to tell you what’s best for you. It is your decision. Don’t come to a decision and never look back. Stay open minded. Think about those around you. Life is precious","i lost my dad to covid and i’m just 18. i told him many times to get the vaccine, but he was skewed by political views. it hurts a lot to see him gone. im sorry if you rely on your news station to tell you what’s best for you. it is your decision. don’t come to a decision and never look back. stay open minded. think about those around you. life is preci"
506,sv0dQfRRrEQ,“There are two diametrically opposed views of what America should be like in in the world.” Wow. This is it.,“there are two diametrically opposed views of what america should be like in in the world.” wow. this is it.
507,sv0dQfRRrEQ,"My parents (who are very right leaning) got the vaccine before it was required by either of their jobs. They started being ""anti Vax"" once they realised the vaccine wouldn't be the end of masks, social distancing, online schooling, etc.","my parents (who are very right leaning) got the vaccine before it was required by either of their jobs. they started being ""anti vax"" once they realised the vaccine wouldn't be the end of masks, social distancing, online schooling, etc."
508,sv0dQfRRrEQ,"Aside from the great content, I am floored by the creative direction on this video. 
It is extremely difficult to create something captivating without using lots of graphics. The use of projector transparency film is genius and the framing of the video calls is amazing too. This video has so much depth of information and clear visual information. Bravo. Really. Great work!","aside from the great content, i am floored by the creative direction on this video. 
it is extremely difficult to create something captivating without using lots of graphics. the use of projector transparency film is genius and the framing of the video calls is amazing too. this video has so much depth of information and clear visual information. bravo. really. great work!"
509,sv0dQfRRrEQ,Joss Fong is an American hero whose hard work in journalism is saving lives through dispelling misinformation. I look up to her so much because of these videos.,joss fong is an american hero whose hard work in journalism is saving lives through dispelling misinformation. i look up to her so much because of these videos.
510,sv0dQfRRrEQ,"This is really interesting data, and it aligns with my experience. Most of the people I've spoken to who are either vaccine hesitant, or even are vaccinated but lean conservative poltically, have at some point said to me that they thought the severity and/or death counts of the virus were overblown.","this is really interesting data, and it aligns with my experience. most of the people i've spoken to who are either vaccine hesitant, or even are vaccinated but lean conservative poltically, have at some point said to me that they thought the severity and/or death counts of the virus were overblown."
511,aOInguXymGc,I'm still not voting for Biden.  Robert will always be the better option.,i'm still not voting for biden.  robert will always be the better option.
512,aOInguXymGc,Kennedy is the best option in my lifetime that we have had for president. There was no peer reviewed scientific evidence to refute any of the things Kennedy says. Jest “he is a conspiracy theorist”,kennedy is the best option in my lifetime that we have had for president. there was no peer reviewed scientific evidence to refute any of the things kennedy says. jest “he is a conspiracy theorist”
513,aOInguXymGc,Kennedy2024! It’s happening!,kennedy2024! it’s happening!
515,aOInguXymGc,This video is the lie of the year. Well done 👍,this video is the lie of the year. well done 👍
516,aOInguXymGc,"The machine is so scared now, they’re totally desperate with their lies about RFK!","the machine is so scared now, they’re totally desperate with their lies about rfk!"
517,aOInguXymGc,The difference between some conspiracy theories and the truth is time. RFK all the way!,the difference between some conspiracy theories and the truth is time. rfk all the way!
518,aOInguXymGc,"I've spent hours listening to RFK JR. All you people do is lie about him. 
Kennedy 2024","i've spent hours listening to rfk jr. all you people do is lie about him. 
kennedy 2024"
519,aOInguXymGc,You don't need a formal conspiracy when interests align.,you don't need a formal conspiracy when interests align.
520,aOInguXymGc,Kennedy 2024,kennedy 2024
521,lEFYYpE_hds,"I’m not anti vax but when I’m not allowed to ask questions, I ask more questions. Why so defensive? Why so unwilling to have a conversation about it? It’s a red flag to me when questioning something or asking questions gets a strong negative response.","i’m not anti vax but when i’m not allowed to ask questions, i ask more questions. why so defensive? why so unwilling to have a conversation about it? it’s a red flag to me when questioning something or asking questions gets a strong negative response."
522,lEFYYpE_hds,"""You're willing to lose your job over this?""
""Yes""
""Tell me why.""
""Because I am not going to take that vaccine...""
*Immediately gets cut off by the reporter and we can't hear why she won't get it*

Well done. Amazing reporting.","""you're willing to lose your job over this?""
""yes""
""tell me why.""
""because i am not going to take that vaccine...""
*immediately gets cut off by the reporter and we can't hear why she won't get it*

well done. amazing reporting."
523,lEFYYpE_hds,"My roommate who's a 21 year old male contracted myocarditis from the COVID vaccine. He started convulsing in the floor one night and we had to rush him to the hospital. He's been to multiple specialists since then. It's a much bigger deal than people think, one of the risks of myocarditis is sudden death.","my roommate who's a 21 year old male contracted myocarditis from the covid vaccine. he started convulsing in the floor one night and we had to rush him to the hospital. he's been to multiple specialists since then. it's a much bigger deal than people think, one of the risks of myocarditis is sudden death."
524,lEFYYpE_hds,"Reporter - ""So you're willing to lose your job instead of getting the vaccine, tell me why.""
Woman - Begins to explain 
Today show - *immediately cuts her off 😐","reporter - ""so you're willing to lose your job instead of getting the vaccine, tell me why.""
woman - begins to explain 
today show - *immediately cuts her off 😐"
525,lEFYYpE_hds,"It's linked to heart issues in all age groups in my opinion.  As a nurse, I'm seeing a lot of heart issues about 3-4 months after receiving covid shots in people that don't have prior heart issues.","it's linked to heart issues in all age groups in my opinion.  as a nurse, i'm seeing a lot of heart issues about 3-4 months after receiving covid shots in people that don't have prior heart issues."
526,lEFYYpE_hds,My friends cousin (female) who is 19 went into cardiac arrest 3 days after 2nd vaccine. She just had a heart transplant and has a long road ahead of her. It’s more common than they are letting people believe.,my friends cousin (female) who is 19 went into cardiac arrest 3 days after 2nd vaccine. she just had a heart transplant and has a long road ahead of her. it’s more common than they are letting people believe.
527,lEFYYpE_hds,"They really need to report numbers and percentages so we can have even a clue as to what an ""increased rate"" is. News channels are so bad at reporting useful information and ambiguous information only increased emotional reactions and conjecture.","they really need to report numbers and percentages so we can have even a clue as to what an ""increased rate"" is. news channels are so bad at reporting useful information and ambiguous information only increased emotional reactions and conjecture."
529,lEFYYpE_hds,I'm so sorry for all the individuals here that were convinced or cohersed into taking this vaccine. People really need to band together and push back against this.,i'm so sorry for all the individuals here that were convinced or cohersed into taking this vaccine. people really need to band together and push back against this.
530,lEFYYpE_hds,A friend of mine went completely 100% paralyzed in response to the COVID vaccine and has been in rehab for over 2 months and can just now sit up on her own.  This is not the only case of this I've heard of either.,a friend of mine went completely 100% paralyzed in response to the covid vaccine and has been in rehab for over 2 months and can just now sit up on her own.  this is not the only case of this i've heard of either.
531,v-NEr3KCug8,the animation is hard not to praise,the animation is hard not to prais
532,v-NEr3KCug8,"""And yet ignorance is an enemy, even to its owner""","""and yet ignorance is an enemy, even to its owner"""
533,v-NEr3KCug8,I watch Ted Ed vids not just for the knowledge but for the animation. Kudos to the people behinds their vids,i watch ted ed vids not just for the knowledge but for the animation. kudos to the people behinds their vid
535,v-NEr3KCug8,There's something about this narrator's voice; a gravity that makes the video and its message all the more compelling. I always enjoy hearing it 💖,there's something about this narrator's voice; a gravity that makes the video and its message all the more compelling. i always enjoy hearing it 💖
538,v-NEr3KCug8,"“If I have seen further it is by standing on the shoulders of Giants.”
― Isaac Newton","“if i have seen further it is by standing on the shoulders of giants.”
― isaac newton"
539,v-NEr3KCug8,"Mitochondria is the powerhouse of the cell. Thank you, junior high Biology class!","mitochondria is the powerhouse of the cell. thank you, junior high biology class!"
540,v-NEr3KCug8,The animation makes everything easier to understand.,the animation makes everything easier to understand.
541,IxCHv7T_mao,I forgot where they put the title on YouTube videos...which is wild because I don't think it's been on top since like 2012.,i forgot where they put the title on youtube videos...which is wild because i don't think it's been on top since like 2012.
543,IxCHv7T_mao,"Hank, you realise the people will demand you recreate your 15 hours in Target video?","hank, you realise the people will demand you recreate your 15 hours in target video?"
544,IxCHv7T_mao,"i knew the ""yes"" was coming even before i clicked","i knew the ""yes"" was coming even before i click"
545,IxCHv7T_mao,Thanks for clarifying that the vaccine testing regulations haven’t changed. That wasn’t clear to me,thanks for clarifying that the vaccine testing regulations haven’t changed. that wasn’t clear to m
548,IxCHv7T_mao,The old vlogbrothers references made me tear up....idk why or if I’m just emotional but gosh I love this community. Thank you nerdfighteria for changing my life.,the old vlogbrothers references made me tear up....idk why or if i’m just emotional but gosh i love this community. thank you nerdfighteria for changing my life.
549,IxCHv7T_mao,"Oh boy, I'd let Ruby Rod be my roommate for the low low cost of I'd pay his half of the rent.","oh boy, i'd let ruby rod be my roommate for the low low cost of i'd pay his half of the rent."
550,IxCHv7T_mao,Thanks for this. I’m doing a vaccine trial starting Monday.,thanks for this. i’m doing a vaccine trial starting monday.
551,qVcP3cI64ow,I’m unvaccinated and will continue to thoroughly research and remain unvaccinated.,i’m unvaccinated and will continue to thoroughly research and remain unvaccinated.
552,qVcP3cI64ow,My heart said no; my head said no. I said yes to my instinct and said no to the 'vaccine'. Happy and healthy.,my heart said no; my head said no. i said yes to my instinct and said no to the 'vaccine'. happy and healthy.
554,qVcP3cI64ow,These side effects are not rare. They are underreported.,these side effects are not rare. they are underreported.
555,qVcP3cI64ow,"100% safe from side effects, 99.98% safe from COVID death. I think I’ll stay unvaccinated. Let’s Go Brandon!","100% safe from side effects, 99.98% safe from covid death. i think i’ll stay unvaccinated. let’s go brandon!"
557,qVcP3cI64ow,Not a single one of us regrets not getting the jab…NOT ONE.,not a single one of us regrets not getting the jab…not one.
558,qVcP3cI64ow,"People should go to jail for the rest of their lives for this. I’ve never seen a clearer instance of corruption, greed, and flat out evil than this","people should go to jail for the rest of their lives for this. i’ve never seen a clearer instance of corruption, greed, and flat out evil than thi"
559,qVcP3cI64ow,So rare yet EVERYONE knows someone that's had problems with the jab. The fact that they aren't being documented and the truth is being hidden just further supports my decision,so rare yet everyone knows someone that's had problems with the jab. the fact that they aren't being documented and the truth is being hidden just further supports my decis
560,qVcP3cI64ow,"The pressure I endured from friends and some family members was unrelenting. But I knew deep down this was dangerous! I was prepared to walk away from every relationship and determined to stand my ground.
  Two of my friends developed aggressive cancers who were otherwise very healthy.
  One family member is suffering from heart issues. I fully expect to be at a lot of funerals in the near future.  But the best thing about Covid is it taught me  just how evil our own government is.  I will NEVER trust our government or the pharmaceutical industry, again! Rest assured I’m not the only one.","the pressure i endured from friends and some family members was unrelenting. but i knew deep down this was dangerous! i was prepared to walk away from every relationship and determined to stand my ground.
  two of my friends developed aggressive cancers who were otherwise very healthy.
  one family member is suffering from heart issues. i fully expect to be at a lot of funerals in the near future.  but the best thing about covid is it taught me  just how evil our own government is.  i will never trust our government or the pharmaceutical industry, again! rest assured i’m not the only one."
561,iyo2UNQcdpQ,"Australia 🇦🇺 lost 34k deaths in WW2  servicemen, 30k excess deaths in 2022, yet no one is talking about it. At my sports club, common mention of funerals to go to, but no one connects the dots.","australia 🇦🇺 lost 34k deaths in ww2  servicemen, 30k excess deaths in 2022, yet no one is talking about it. at my sports club, common mention of funerals to go to, but no one connects the dots."
564,iyo2UNQcdpQ,"The abuse I received from friends and family for refusing to take these vaccines.. The relationships broken forever.. Family members injured..
And I will still never regret my decision","the abuse i received from friends and family for refusing to take these vaccines.. the relationships broken forever.. family members injured..
and i will still never regret my decis"
565,iyo2UNQcdpQ,"My 23 y/o grand niece died in her sleep the night after getting the jab. It was required by the company she had just been hired by, which she was to start the following day. So sad and such a crime to humanity. At 71, I refuse the jab. Blessings to all","my 23 y/o grand niece died in her sleep the night after getting the jab. it was required by the company she had just been hired by, which she was to start the following day. so sad and such a crime to humanity. at 71, i refuse the jab. blessings to al"
566,iyo2UNQcdpQ,"I lost my  only child at 49 three days ago. He was born with heart disease but after several surgeries, was healthy. He did not want the vaccine, but his steel mill employer told him he could lose his job. Tuesday evening he had sudden chest pain and was unable to breathe, and fell dead. Probably a blood clot caused by the vaccine. His wife and I did not want him to undergo an autopsy. I blame this wretched government for my son’s death. They took my everything away from me. May God pour his mighty vengeance upon them.","i lost my  only child at 49 three days ago. he was born with heart disease but after several surgeries, was healthy. he did not want the vaccine, but his steel mill employer told him he could lose his job. tuesday evening he had sudden chest pain and was unable to breathe, and fell dead. probably a blood clot caused by the vaccine. his wife and i did not want him to undergo an autopsy. i blame this wretched government for my son’s death. they took my everything away from me. may god pour his mighty vengeance upon them."
567,iyo2UNQcdpQ,"Too many ""peer-reviewed"" journals only require a Conflict of Interest statement from the authors, not the reviewers, editors, or publishers.  Because of this, my faith in getting the truth from these journals has been seriously compromised.  I'm SO glad that you're covering this paper!","too many ""peer-reviewed"" journals only require a conflict of interest statement from the authors, not the reviewers, editors, or publishers.  because of this, my faith in getting the truth from these journals has been seriously compromised.  i'm so glad that you're covering this paper!"
569,iyo2UNQcdpQ,"Slam dunk indeed! Thank you John, I have followed you from the beginning and am very happy to see where you are now! Justice must come to those who perpetrated these evil crimes against humanity","slam dunk indeed! thank you john, i have followed you from the beginning and am very happy to see where you are now! justice must come to those who perpetrated these evil crimes against human"
570,iyo2UNQcdpQ,Many heart attacks gone up 8 fold in young people I'm glad I never let them jab me with that rubbish.The question people should ask themselves is do you 1000% trust our government if the answer is no then you should never let them put anything in your body.great work Dr keep up the good work,many heart attacks gone up 8 fold in young people i'm glad i never let them jab me with that rubbish.the question people should ask themselves is do you 1000% trust our government if the answer is no then you should never let them put anything in your body.great work dr keep up the good work
571,fdGj6p2qDdk,"Congratulations on your true endeavors. I'm old enough to remember at a very early age the polio sugar cube to help fight the disease. At that time..we had no fear of an attempt in eradicating the polio virus, no politics involved.","congratulations on your true endeavors. i'm old enough to remember at a very early age the polio sugar cube to help fight the disease. at that time..we had no fear of an attempt in eradicating the polio virus, no politics involved."
572,fdGj6p2qDdk,"Thank you for saving my mother's life! She was a very high risk person in terms of covid but with the vaccines now I'm not afraid. This is not a fake post, I am not a bad, I'm just a guy living in Switzerland who's glad that his mother is still alive.","thank you for saving my mother's life! she was a very high risk person in terms of covid but with the vaccines now i'm not afraid. this is not a fake post, i am not a bad, i'm just a guy living in switzerland who's glad that his mother is still alive."
573,fdGj6p2qDdk,This is so bizarre. Scripted and fake.,this is so bizarre. scripted and fake.
574,fdGj6p2qDdk,"My mother had polio as a teenager, and had to learn to walk again.  She counted Dr. Salk and Dr. Sabin as national heroes for coming up with polio vaccines, saving countless lives and meaning that her kids wouldn't face the same torture she endured, and she wouldn't see her children suffer like she had.  Dr. Kariko and Dr. Weissman should be honored as national heroes, too.  They have saved countless lives, and could have saved more (like my cousin, who gasped out his last breath believing COVID was a hoax) if not for stupid political nonsense.","my mother had polio as a teenager, and had to learn to walk again.  she counted dr. salk and dr. sabin as national heroes for coming up with polio vaccines, saving countless lives and meaning that her kids wouldn't face the same torture she endured, and she wouldn't see her children suffer like she had.  dr. kariko and dr. weissman should be honored as national heroes, too.  they have saved countless lives, and could have saved more (like my cousin, who gasped out his last breath believing covid was a hoax) if not for stupid political nonsense."
575,fdGj6p2qDdk,We need more people like them and less people pretending to be important.,we need more people like them and less people pretending to be important.
576,fdGj6p2qDdk,I am so happy to see  that Katalin Karikó and Drew Weissman were appropriately awarded last December!    I am among the millions of grateful Americans who never got covid-19 thanks to their work.,i am so happy to see  that katalin karikó and drew weissman were appropriately awarded last december!    i am among the millions of grateful americans who never got covid-19 thanks to their work.
577,fdGj6p2qDdk,"Great people, great story. Sadly, viruses mutate so the battle never ends.","great people, great story. sadly, viruses mutate so the battle never ends."
578,fdGj6p2qDdk,"I ended up with mild symptomatic Covid (body aches, muscle weakness, sore throat, etc) but not hospitalized due to these vaccines...thank you for these vaccines. 🎉❤","i ended up with mild symptomatic covid (body aches, muscle weakness, sore throat, etc) but not hospitalized due to these vaccines...thank you for these vaccines. 🎉❤"
579,fdGj6p2qDdk,We should celebrate scientists like this who actually make real contributions to mankind rather than sports heroes and celebrities.,we should celebrate scientists like this who actually make real contributions to mankind rather than sports heroes and celebrities.
580,fdGj6p2qDdk,They also get credit for Myocarditis.,they also get credit for myocarditis.
581,iMx7kmld9sk,"In the back of many minds is the thought ""I shouldn't have gotten those shots"".","in the back of many minds is the thought ""i shouldn't have gotten those shots""."
582,iMx7kmld9sk,"Thank God. Some will be spared.
I took first/only Pf jab and had a heart problem since 4 days later. Then lost my job for not getting the 2nd one. Wish I hadn't given into the pressure at work and just quit instead. Can't get my health back.First thing I did was move from Oregon to Idaho, where old fashioned values still exist. Love the governor and the people. Oregon govt was crazy, just like Washington governor defunding police, etc. So glad to be in a sane state.","thank god. some will be spared.
i took first/only pf jab and had a heart problem since 4 days later. then lost my job for not getting the 2nd one. wish i hadn't given into the pressure at work and just quit instead. can't get my health back.first thing i did was move from oregon to idaho, where old fashioned values still exist. love the governor and the people. oregon govt was crazy, just like washington governor defunding police, etc. so glad to be in a sane state."
583,iMx7kmld9sk,It's about time! This bogus technology should never have been introduced to humans.,it's about time! this bogus technology should never have been introduced to humans.
584,iMx7kmld9sk,Thank Heavens!! About time SOMEONE speaks up!!,thank heavens!! about time someone speaks up!!
585,iMx7kmld9sk,"YES. YES. YES. YES. YES. YES.
JUSTICE.","yes. yes. yes. yes. yes. yes.
justice."
586,iMx7kmld9sk,"Why has this only had 1K views?
This should be blasted all over the MSM.
Nice to see it's not just Florida taking a long awaited stance.
Keep going.","why has this only had 1k views?
this should be blasted all over the msm.
nice to see it's not just florida taking a long awaited stance.
keep going."
587,iMx7kmld9sk,This is great,this is great
588,iMx7kmld9sk,This is fantastic!!,this is fantastic!!
589,iMx7kmld9sk,The proposed law doesn’t go far enough. Anyone administering this poison should be charged with a felony.,the proposed law doesn’t go far enough. anyone administering this poison should be charged with a felony.
590,iMx7kmld9sk,🙌👏👏👏,🙌👏👏👏
592,oMXGGmBfkf8,I got pfizer biontech shot today i can alredystart speaking german.,i got pfizer biontech shot today i can alredystart speaking german.
593,oMXGGmBfkf8,"Hey there, nice video, detailed and understandable. When the antigen is displayed on our own cells where it is recognized by the immune system 0:54 I would like to know what will happens as the immune system will start fighting our own cells with this new antigen display on its surface. It might be that the antigen are just release outside the cell, not causing the LT to attack the cells but only the antigen ?
And also if you have time, how does the vaccine target specific cells and will not spread in your body to integrate mRNA in cells like neurons. Thanks :)","hey there, nice video, detailed and understandable. when the antigen is displayed on our own cells where it is recognized by the immune system 0:54 i would like to know what will happens as the immune system will start fighting our own cells with this new antigen display on its surface. it might be that the antigen are just release outside the cell, not causing the lt to attack the cells but only the antigen ?
and also if you have time, how does the vaccine target specific cells and will not spread in your body to integrate mrna in cells like neurons. thanks :)"
594,oMXGGmBfkf8,Where can we see the list of ingredients (active and inactive) utilized to create the vaccine ?,where can we see the list of ingredients (active and inactive) utilized to create the vaccine ?
595,oMXGGmBfkf8,So how does the message sequence stop the spike protein from repeating process multiple times and what is the estimated time sequence remains in manufacturing mode?,so how does the message sequence stop the spike protein from repeating process multiple times and what is the estimated time sequence remains in manufacturing mode?
597,oMXGGmBfkf8,What about the part that it causes myocarditis,what about the part that it causes myocard
600,oMXGGmBfkf8,Would people with histamine intolerance have strong reactions to mRNA vaccines?,would people with histamine intolerance have strong reactions to mrna vaccines?
601,M-7nUxImA18,That's scary. The little kids lined up for their shots. Yet mom and dad couldn't get him to clean up their room. It's amazing the government holds more power than mom and dad nowadays with children,that's scary. the little kids lined up for their shots. yet mom and dad couldn't get him to clean up their room. it's amazing the government holds more power than mom and dad nowadays with children
603,M-7nUxImA18,"5 likes vs 116 dislikes, and you wonder why they want to disable the dislike counter.","5 likes vs 116 dislikes, and you wonder why they want to disable the dislike counter."
604,M-7nUxImA18,It's a big day because your fate in eternity is determined because of what you're doing to the little children,it's a big day because your fate in eternity is determined because of what you're doing to the little children
605,M-7nUxImA18,It seems like corporate programming get s more pathetic each day.  Wow.  That was obviously staged.,it seems like corporate programming get s more pathetic each day.  wow.  that was obviously staged.
606,M-7nUxImA18,"It’s scary at first but once it’s over it just feels like a little prick,  but i feel bad for anyone with a fear of needles who needs to go through this","it’s scary at first but once it’s over it just feels like a little prick,  but i feel bad for anyone with a fear of needles who needs to go through thi"
608,M-7nUxImA18,"👎

( what we need to do once YouTube removes the 👎)","👎

( what we need to do once youtube removes the 👎)"
609,M-7nUxImA18,The parents who did this to their kids are absolutely vile! Horribly evil!,the parents who did this to their kids are absolutely vile! horribly evil!
610,M-7nUxImA18,"These are monsters that live among us, the ones who were just following orders.","these are monsters that live among us, the ones who were just following orders."
611,bjOIPZFepyo,So glad   You came forward to tell the truth . Please keep it up . Help humanity .,so glad   you came forward to tell the truth . please keep it up . help humanity .
612,bjOIPZFepyo,Thank god childrens are safe,thank god childrens are saf
