,video_id,comment,spam
664,LLFcBFAuauk,All I respect country govt. help giving needy citizens.,1
668,LLFcBFAuauk,Everyone world 🌎 Strictly Follow SOP Wear Mask Keep 1.5 meter distancing Take care Stay Safe 😊❤,1
669,LLFcBFAuauk,"Actually Manila already got 3 payouts, total 24k pesos. And 4th, 4k pesos time. My Mom senior (65 years old) receives 500 pesos per month. Not much still big help us poor Manila. I really hope pandemic end soon. We closed small restaurants last year this.",1
670,LLFcBFAuauk,Thanks Philippines Government,1
673,R0i7i80ToUM,"The covid pandemic showed uniquely different Philippines rest world. I'd say BPO industry OFW remittances kept Philippine economy afloat pandemic, showed marked increases contrary expectations. Had depended manufacturing sector like neighbors, likely would bounced back pandemic rapidly. In short span 2 years, Philippines transitioned contracting economy best-performing economy region. (Btw, thanks covid vaccine donor countries saved us billions dollars). Edit: Thanks also private sector stepped pandemic; averted deterioration economy.",1
676,R0i7i80ToUM,"Now pays service oriented country, Filipino service, reliable service! From Domestic Service Customer Service, Pinoy first look for.",1
677,R0i7i80ToUM,"Thanks strong partnership government (Duterte Marcos administrations) private sector, plus repatriation money overseas Filipinos, economy Philippines able bounced back quickly. That example ""bayanihan"" spirit Filipinos Philippines abroad.",1
678,R0i7i80ToUM,"infrastructure force multiplier terms economic benefit. needs spend terms roads bridges high speed internet, social health care, education, food security. needs develop vertically integrated steel industry mining industry refining",1
682,6zkba0hNiE8,". In spite massive demonstrations Europe US, social distancing lesser face masks, yet abrupt spike deaths cases everybody projecting watching opposite. What happened ? If I may recall video March year Naftali Bennett, Defense Minister Israel, video stated people, senior citizens safe get quarantine immunity community reaches 60 percent better. Thus, safe say Defense Minister correct. For now, social distancing wearing face masks etc observed vaccine yet.",1
684,6zkba0hNiE8,I'm module,1
686,6zkba0hNiE8,I'm module 😂,1
687,6zkba0hNiE8,I'm sent module d2:>,1
688,6zkba0hNiE8,module check,1
693,T48EuGS36Zk,Shoutout To The Philippines💘 going alright.,1
694,T48EuGS36Zk,O admin. Thanks small-hapiness! We love you. ### .,1
696,T48EuGS36Zk,Thank sharing. Special thanks admin. We love you. 🌏 ...,1
697,T48EuGS36Zk,"Kamusta ka phillipians. I reside states. On computer came information today stated president Rodrigo ordered site shootings content take vaccine excluding health care workers, exercising, purchase life's essentials. I know order still currently effect. That secondary pig shot/vaccine could administered usually given swine. My prayers you. I burned patient In nursing home. One CNA. I nothing tip top quality work near me. She sweet, dear soul, also Christian. I deep admiration respect Tagalog speaking community. A fine people. God bless thru many afflictions. Salamat.",1
699,T48EuGS36Zk,"As long overseas family keep sending us money, relax home.",1
700,T48EuGS36Zk,""" May knowledge loved sharpen interest work bring rich reward end year ."" By. # NelsonMandela From birthday card Nandi Mandela, written Pollsmoor Prison, South Africa, 23 June 1988. --- O President.. Welcome to- new life better Before 🌍🌏🌎- 2022! O Excellency.. Thanks role make world 🌏 seek. HAPPY NEW YEAR- 2022! Good health always!. I thank you. ### 🌏 ...",1
701,T48EuGS36Zk,"Yes, thank admin. respect one another! We love you. .",1
704,KzCjAetb3_I,Better act later regret uncontrollable. Watch Italy 😉,1
705,KzCjAetb3_I,They need cooperate. Stop complaining sana,1
710,KzCjAetb3_I,sanaol,1
715,N9OQbW0YOLU,"President Duterte hoping Filipino professional nurses would ""spirit fervour serve Filipino people"" one insensitive ""out touch reality"" statements. It appeals conscience honorable people without recognizing years appeal work force sector clamoring uplift dignity. Excellent feature story Channel News Asia, relevant times.",1
720,N9OQbW0YOLU,"I'm one ""lucky ones"" got Philippines find better opportunities nursing. But I wished I could stayed medical professionals rendered better pays/benefits country. My heart still belongs country, I survive too.",1
721,N9OQbW0YOLU,"Feel really bad see this. I lots friends philipines, since work cruise line. I hope things going get better them. We indonesian, complaining bout goverment alot. But philipinos experience worst us.",1
725,I4WXmX_6Zds,RISE CORRUPTION PHILIPPINES 🇵🇭,1
729,I4WXmX_6Zds,"*Not skip ads help you. We small yt poor, rent. My wife small salary. We want inspired poor. Even though life difficult happy continue dream God's dream impossible. Because inspired bloggers. God bless us give challenge life 💕*",1
730,I4WXmX_6Zds,Rise???? Pinapalabas n covid khit iba ung cost deqth???,1
733,WTD3l2xovQI,"GOOD MORNING FROM RIO DE JANEIRO, BRAZIL, TO YOU ALL. GOD BLESS AND PROTECT ALL THE PEOPLE. LET'S PRAY FOR ALL NATION🙏🇧🇷🙏",1
736,WTD3l2xovQI,Watching Sydney Australia 🇦🇺 🇵🇭 Keep safe guys!! Godbless us 🙏🙏🙏,1
741,WTD3l2xovQI,I'm module..Thankyou❣️,1
743,LtW0cTMWdbY,??,1
745,LtW0cTMWdbY,Tsss😒,1
746,LtW0cTMWdbY,1 yr lockdown. There change. Tsktsk. How much want do? Because rebellious,1
749,LtW0cTMWdbY,CONTETE ubo Covid agad,1
750,LtW0cTMWdbY,Now 2 announces Faceshield first rebels,1
759,iVM-azf1Akk,"translations okay. paraphrased left unimportant details. translate something, need word word. P.S HOPE THEY GET HELP SOON.",1
762,xWV_GI9hq5U,#1 QC mayor good! thank,1
763,xWV_GI9hq5U,I would like use parts news video presentation.. Thank you! God bless.,1
764,xWV_GI9hq5U,ROAD TO 1MIL CASES NA TAYO GUYS <3333,1
772,-LFGaCkPzzY,nostradamus,1
773,-LFGaCkPzzY,Go Coviď FREE market free,1
776,rFDK10oplxA,Question lacking extend paba?,1
777,rFDK10oplxA,Road 1 million n tayo guys🤣,1
780,rFDK10oplxA,"Hope problems country ,,, cing grats 24 ,, time",1
781,rFDK10oplxA,road 1m,1
785,6p_8T_xmnLQ,"Please stay safe, healthy strong Philippines. Also others ASEAN countries. Let's fight coronavirus together. From neighbour country, Malaysia.",1
787,6p_8T_xmnLQ,Support Philippines! Keep fighting!,1
788,6p_8T_xmnLQ,"Don't worry Philippines, military way help lockdown. We military lockdown well helps lot thankful. It's easy job also. Get well!",1
791,6p_8T_xmnLQ,"There lot things ad here. In last 5 months 2000 deaths (an average 400 per month), yet DOH figures show normal year, Covid, approximately 47,000 deaths per month causes, system cannot cope 1% rise deaths. Is incompetence, poor management plain panic, countries.",1
793,6p_8T_xmnLQ,If get caught day cleaning planting plants,1
795,D9-CHldoZ74,Great news.,1
796,D9-CHldoZ74,CDC changed definition VETSIN prior mass vetsination.,1
797,D9-CHldoZ74,Don't want go ... ... lot previous admin!,1
800,D9-CHldoZ74,Such shame,1
801,D9-CHldoZ74,There nothing know get sick! hold DOH lake money wasted,1
802,D9-CHldoZ74,"Just ignore great money, people paying wages",1
803,D9-CHldoZ74,Are generals naive naive health issues.,1
805,xqz1KueuzAM,stay home po,1
811,xqz1KueuzAM,I believe,1
812,xqz1KueuzAM,people hungry others can't help get rid lost stomach,1
814,xqz1KueuzAM,Sus ung news,1
815,xqz1KueuzAM,stay home po,1
821,xqz1KueuzAM,I believe,1
822,xqz1KueuzAM,people hungry others can't help get rid lost stomach,1
823,xqz1KueuzAM,Paano hnd tataas eto MCU hospital dto caloocan lahat ng nmamatay idedeclare nla suspected covid kht negative ang swab test. Sana maimbstighan,1
824,xqz1KueuzAM,Sus ung news,1
828,T2JkwAZ8KY8,"febrile seizure, aseptic meningitis, Kawasaki syndrome, arthritis, post-infectious arthritis, myocarditis, myocardial infarction, ARDS, stroke, hemorrhagic stroke, ischemic stroke, venous thromboembolism, kidney failure, pulmonary embolism, liver failure, `erythema multiforme, autoimmune thyroiditis, disseminated intravascular coagulation, appendicitis.",1
831,T2JkwAZ8KY8,We panicking 1st 2nd cause death 3rd😂,1
832,T2JkwAZ8KY8,There also money hospitals declared patients positively killed well ....,1
833,T2JkwAZ8KY8,Lies lies lies,1
837,TQ0QJ4Si7A4,Don't go everyone travel history China,1
841,81Fj00CFmJM,Amen...,1
844,81Fj00CFmJM,hello classmates,1
848,81Fj00CFmJM,"They often hit rich, lot money bad others. So money give.",1
849,C-iuGrZR2pQ,You welcome,1
850,C-iuGrZR2pQ,I'm terrified friends family took triple know what.,1
851,C-iuGrZR2pQ,Made Business Vaccines,1
852,C-iuGrZR2pQ,"People scary, one would believe Lord.",1
854,C-iuGrZR2pQ,I'm 6 UK late Pinas,1
855,C-iuGrZR2pQ,Usec new health project nanaman .... townspeople focus budget! Know that!,1
857,C-iuGrZR2pQ,You health care vaccine first .. make sure vaccine safe .. even 10 times vaccine .. seniors .. health care first,1
859,JT1R95tG9jg,"Oh Lord,help us overcome situation healthy safe.",1
860,JT1R95tG9jg,Let us pray heavenly Father give cure disease🙏😢,1
861,JT1R95tG9jg,Hope reclarge work home. Poor workers dating.,1
862,JT1R95tG9jg,O LORD JESUS🙏🏻,1
867,JT1R95tG9jg,"Lord help us! Grabi earlier morning 111, least 140 ...",1
868,JT1R95tG9jg,We need total lockdown.. We poor country must di natin kakayanin... Please e sakripisyo na natin ang ekonomiya 2 weeks,1
869,O06AlL8nONo,Earlier summer vacation school,1
870,O06AlL8nONo,Lord take care us hopefully virus end,1
873,O06AlL8nONo,Pinoy lake want worse origin,1
876,O06AlL8nONo,Hey doh tell truth people act reson,1
879,HabzHfgdMNs,Thank God 🙏,1
880,HabzHfgdMNs,Millions thanks God news,1
883,HabzHfgdMNs,Thank news,1
886,HabzHfgdMNs,Thank election xmas season. Sana lagi nalang election season. 🤡,1
888,HabzHfgdMNs,question hope answer Why OFWs need home quarantine negative results?,1
889,o96VMbz4Zpk,We believe rappler,1
890,o96VMbz4Zpk,Rappler Paid Propaganda News Agency,1
897,XylXJJp4HpE,It times like expect rich play part. Money wealthy spent poor n needy always return you. Please help neighbors near n far time serious n urgent need. Thank you.,1
899,XylXJJp4HpE,"*Only India’s neighbour, Myanmar, COVID-19 Variants. As people Myanmar busy, one time screen prevent epidemic! Myanmar refugees may become breakthrough Southeast Asia's epidemic prevention work!*",1
902,ZaTPlJ8nd9Q,"No need hype irrelevant data - always focus daily reports new cases, number asymptomatic, number recoveries deaths since significant data us.",1
906,ZaTPlJ8nd9Q,"ADVICE: If covid hard time breathing. Do ""Belly Breathing"" - efficient way breathe (you search online). This exactly I I slowly losing air breathe. I hard time inhaling nose I used mouth. Your belly come outward take air. As exhale, stomach come back in. If hard breathe nose use mouth. If makes mouth dry try glass water maybe little bucket beside rinse mouth time time. If hard breathe lay sit. You need practice body gets use it. Put hand stomach monitor breathing. ( I tried one hold breath couple times cough last try work me. It made even hard breathe.)",1
907,ZaTPlJ8nd9Q,Given covid-19 especially delta variant highly contagious per CDC's. 2M 2% population thankfully I lot recovered. I remember Germany's Merkel mentioned speech last year they'd expect 70% population infected per expert's data. We nowhere rich Germany 2% considered low basing experts data.,1
908,ZaTPlJ8nd9Q,Woooh go on! Record Holder! Go Philippines!,1
914,5jCZ42fV6sw,As many stubbornness cobid end. SUPPORT TO COBID PROTOCOLS !!!! 😤,1
915,5jCZ42fV6sw,Delta Variant ndrrmc,1
916,5jCZ42fV6sw,"*Not skip ads help you. We small yt poor, rent. My wife small salary. We want inspired poor. Even though life difficult happy continue dream God's dream impossible. Because inspired bloggers. God bless us give challenge life 💚*",1
917,tq7FyWSGaD4,"As yesterday, Philippines moved General Community Quarantine, relaxed version lockdown one described video. Asian Boss first foreign media interviewed high profile police officer Philippines, hope gives kind perspective wouldn’t able get Western mainstream media.",1
923,tq7FyWSGaD4,Thank Interviewing police officer. Please interview Filipinos various socioeconomic backgrounds know really happening perspective ordinary citizens.,1
925,tq7FyWSGaD4,"Now, need hear ""regular"" people know truth.",1
927,jQusLZgOYac,"Thank much congratulatory greeting. More power you, warmest regards.",1
928,jQusLZgOYac,good morning mandaluyong NCR + bubble... thanks,1
931,jQusLZgOYac,We need invest Health create Wealth---Health Wealth,1
932,jQusLZgOYac,"Lockdown supposed improve health care increasing capacity treatment protocols. So guys, officials prominent drs hospitals, blaming others failure licksown strategy? While treatment improved showing us many covid beds quarantine facility, icu facility added since March 2020?",1
935,iOnxb9jrY40,How Amit shah wearing mask. Someone please tell him.,1
937,iOnxb9jrY40,"Date Pay Date, Date Date, Tarika Pay Date",1
938,iOnxb9jrY40,Can add audio plz. Or switch back newspaper instead stick reading watching pictures even YouTube,1
940,iOnxb9jrY40,🙏🏻👍🏻,1
941,iOnxb9jrY40,And supreme court ask student go exam 😞😔,1
944,UWMmesK08TU,"We 5k daily infection, filling health care facilities, reach 100k daily infection",1
947,UWMmesK08TU,It really covid.,1
949,UWMmesK08TU,The rallyists add wait: D,1
950,UWMmesK08TU,OA!!,1
954,4bub6WOlT-I,We're praying Filipino brothers sisters!!,1
955,4bub6WOlT-I,"To BBC News, I would agree show reporting sometime early mid April. The Philippines pretty well coping. In fact May 8, 2021 NCR utilization Covid-19 patients bed occupancy went 51% ICU occupancy 69%. Better check reporting. Obviously outdated.",1
959,4bub6WOlT-I,Stay strong Philippines also worst possible 2 nd wave. We get hard time shall pass 🇵🇭🇮🇳,1
960,4bub6WOlT-I,Chart PH shows new daily cases slowly going though. Cases peaked mid-April.,1
964,jIsXjk3TgkU,Hope feel vaccine.,1
965,jIsXjk3TgkU,Deliver n immediately,1
966,jIsXjk3TgkU,I hope vaccinate face face tired module,1
972,jIsXjk3TgkU,"* Puque's excitement, delay signing Pfizer Vaccines, hahahaha ..._* 😂🤣",1
974,ZBO3c3ko0eg,Please forget mention number patients survived virus recovered lessen people's anxiety panic.,1
976,ZBO3c3ko0eg,Hopefully strange pain going stop us praying spread,1
977,ZBO3c3ko0eg,Doh lgu need immediately address concern searching area case need isolate positive patient monitoring. And separate health team manage health crisis,1
978,ZBO3c3ko0eg,Report also getting well upang spread hope.,1
982,ZBO3c3ko0eg,please stop hating .. careful pray us ..,1
987,FIiz8hqXm24,You ready senior lot stitches booter yet,1
989,FIiz8hqXm24,So side effect? Do answer? Because read earlier fb answer,1
992,FIiz8hqXm24,Kawawanv Experiment.,1
994,I3mkImSqHA0,"*Blame people, holidays.* These numbers increasing people put health first Christmas New Year traditions call mobility, among things.",1
995,I3mkImSqHA0,Please watch Dr John Campbell's videos learn omicron. It mild help bring end pandemic. Downside governments likely overreact.,1
997,I3mkImSqHA0,In Christmas season CVID low. The holidays over. Are kidding?,1
998,I3mkImSqHA0,My,1
1000,I3mkImSqHA0,New Deaths 133. If deaths percentage 2% deaths 2% Postive 2 weeks ago. It's tetest.,1
1004,DTUckJz0RGo,"For what? If need admit hospital (non covid related) even still boosted symptoms, still need swab test including watch room. After that, guard could go home leave hospital covid outside, short detention cell. But work hospital freely go home go hospital. Although swab test every duty. In short. Do comply dont get jabbed. This Science, compliance!",1
1009,DTUckJz0RGo,Infinite… ohh yeahh,1
1010,DTUckJz0RGo,I fully vaccinated I want booster yet,1
1011,DTUckJz0RGo,I want get ... hypertension getting worse ... chest neck hurt ... I irritated vein ... I want ...,1
1012,DTUckJz0RGo,2nd booster .....,1
1015,JWA5mUrrr_A,Wicked,1
1018,JWA5mUrrr_A,7,1
1020,JWA5mUrrr_A,Inevitably jerk,1
1022,JWA5mUrrr_A,I'm excited next step😆,1
1023,JWA5mUrrr_A,me. I'm going get vaccinated,1
1025,XqzQanN4Xx8,I Salute Mam Sir = teachers,1
1026,XqzQanN4Xx8,Heroes!,1
1027,XqzQanN4Xx8,Thank you.,1
1030,XqzQanN4Xx8,The library cornerstone ALL literate education... If school library something fundamentally wrong school.,1
1031,XqzQanN4Xx8,HEROS,1
1035,QjJwrWxwLJU,"If they'll run Greek letters naming COVID variants, they'll use Chinese letters next, thousand those. 😁",1
1038,QjJwrWxwLJU,"SBI right there: govt detect OMICRON! And we, city detect corruption! BUSINESS PA MORE!",1
1039,QjJwrWxwLJU,"Those would give essential liberty, purchase little temporary safety, deserve neither liberty safety. Benjamin Franklin (1706-1790)",1
1044,D7zMgv16cik,"A new study published preprint server bioRxiv assesses antiviral activity stenoparib four severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants concern (VOCs). This study also focuses inhibition SARS-CoV-2 Alpha variant combination stenoparib remdesivir. The researchers current study also evaluated inhibitory action combination stenoparib remdesivir Alpha variant. When combined, drugs acted synergistically plaque inhibition increased 90% Since stenoparib inhibits host protein, antiviral activity stenoparib inhibit variant strains. The current study explored activity stenoparib four SARS-CoV-2 strains including SARS-CoV-2 67 Germany/BavPat1/2020 wild-type strain (wt), well Alpha, Beta, Gamma SARS-CoV-2 VOCs",1
1049,D7zMgv16cik,Simple. Don't panic give scare tactics.,1
1050,D7zMgv16cik,"OMG, dear God protect us please🙏",1
1054,bJYGvO6V67A,Thank heroes,1
1055,sJ0xpruFAwQ,Im malaysia I worked makati manila 1 year. Last time I leave phil last march. And really care people even im foreigner country. It really makes heart broken see cases spike daily basis. Take care dear brother sister philippines hope well. You guys win too. Mahal kita. Semoga dipermudahkan semua untuk anda,1
1057,sJ0xpruFAwQ,"Indonesian Filipino, We much common..😅😎",1
1062,sJ0xpruFAwQ,I hope 🇵🇭 stop coronavirus,1
1065,ENk_QRA2XsY,Permission use Documentary Thesis Thank much <3,1
1066,ENk_QRA2XsY,Arigato watch module highschool,1
1068,ENk_QRA2XsY,Who get tested COVID-19? Get tested: If symptoms COVID-19. If within six feet someone 15 minutes tested positive Covid-19. (Note: testing sites don’t offer testing you’ve exposed don’t symptoms.),1
1069,ENk_QRA2XsY,Permission use english project thank >_< (from iloilo nhs),1
1071,ENk_QRA2XsY,2022:its ok think first new year corona 🤔,1
1072,ENk_QRA2XsY,"0:20 ""Manila densely populated region Philippines""... *shows footage main street small Dumaguete City (Visayas)* (@9.3078663,123.3076264)",1
1073,ENk_QRA2XsY,permission use project :)) thank,1
1074,ENk_QRA2XsY,I supposed Manila April....but flight got canceled.....now I need wait another year go back,1
1075,OB0qJwk5yA8,"For past 5 days recorded highest confirmed cases daily, start GCQ today. Goodluck po sa lahat!",1
1080,OB0qJwk5yA8,"God , please heal Philippines, Jesus' NAME ! AMEN",1
1081,OB0qJwk5yA8,Hahah I'm president Pinas Ilolockdown (hard lockdown) whole Luzon (even though virus area long Central Luzon). If disobey 1st offense arrested right away 1week. 2nd offense: ... It's want die. In virus fold. Then course 1month lockdown I take care people's needs. There funds. I idea Philippine economy dropped funding providing assistance. DEDs CPRUPT money. Just me: I idea economic collapse Philippines. Just live countrymen. 😉,1
1082,OB0qJwk5yA8,🙏🙏🙏,1
1085,29LXKUT0eMY,To flaten curve means decline number new cases zero. When new cases become stable 0 curve flat.,1
1086,29LXKUT0eMY,wew di naman updated yung site na ncovdotph,1
1087,29LXKUT0eMY,Philippines thinking student that's r capable enroll pay feed University shame loosing hope future,1
1088,Bo24jIb7GA8,It seems people suspicious daily tally new cases. An irrovacable resignation Duque bring back trust health dept system,1
1089,Bo24jIb7GA8,Please complete reporting. Include patients vaccinated not.,1
1090,Bo24jIb7GA8,WHAT ABOUT HOME SERVICE. CLEANING ?,1
1093,Bo24jIb7GA8,"Nothing new! DOH, OCTA mainstream media much excited seemed happy amazed tell nation covid cases getting higher! Is news really helping economy! Is giving helpful information people fear, anxiety, confusion , hardship, hopelessness ??!",1
1094,Bo24jIb7GA8,"Don't emotional data, testing capacity accelerates so. We know last year 20k per day, natest. What I mean, data tell everything. Let's careful, follow protocols, healthy, move2x sometimes. Expose sunlight. You see, media outlets like scary get attention views make big. So relax, optimistic. Do send stress.",1
1095,Bo24jIb7GA8,All expected!,1
1098,19hkLN7KEqc,Do doctors recommend vitamin D3 everyone? What results doctors HCQ + zinc ivermectin + zinc ?,1
1100,19hkLN7KEqc,I'm national lockdown again. Barangay Captain galore. LGU rich people lot hard work.,1
1101,19hkLN7KEqc,Iyon pala senior citizen ang namatay sa covid..bakit ang GSIS requires senior citizen make appearance sa GSIS office new ecard...di ba bawal senior lumabas? Hindi ata nakiki pag coordinate ang GSIS sa IATF DOH.,1
1106,19hkLN7KEqc,You know means.,1
1107,19hkLN7KEqc,"Not surprisingly, course people numb covid look like new one. Many awake Filipinos. You good ""gas lighting"" drama. You decide, check video youtube: https://www.bitchute.com/video/e5hty1ascajj/",1
1109,_quGokF8G0o,Earlier morning 22 ampong 13 nunaman nyu nyu people yawa kayu,1
1113,_quGokF8G0o,"*Not skip ads help you. We small yt poor, rent. My wife small salary. We want inspired poor. Even though life difficult happy continue dream God's dream impossible. Because inspired bloggers. God bless us give challenge life 💚*",1
1117,M7qPgEDk2JY,We're dooooooooomed.,1
1118,M7qPgEDk2JY,G virus ? RE game?,1
1119,M7qPgEDk2JY,So it’s Denmark? Someone needs stop madness.,1
1122,M7qPgEDk2JY,*Laughs cooties*,1
1123,M7qPgEDk2JY,"Lord help Filipinos 🤲😔 good culture ,",1
1126,-PqXVcMtygc,Donating poison called,1
1127,-PqXVcMtygc,Donating poison What called,1
1128,GUVKWAEO_hY,"PH, fast administering vaccines supply last. especially provinces, takes weeks new batch vaccines arrive. How administer vaccines supply.",1
1131,GUVKWAEO_hY,Thank CNA providing quality content day day.,1
1135,GUVKWAEO_hY,"Hi guys! Just asking. one vaccines: Sinovac & Astrazeneca, prefer why. Thanks",1
1137,GUVKWAEO_hY,Praying whole SEA get vaccinated faster.,1
1145,LWIgEf_TMVU,Someone wish luck I live red zone!!,1
1149,aw59h2FNMIQ,"come the, avigan japan start clinical trial,,",1
1158,aw59h2FNMIQ,Choose Sputnik Sinovac.,1
1161,lw0rcwYyiwE,Follow Minimum Health Standards LGU leaders follow protocol see video net report. Most Pinoys also complacent. Goodluck Philippines,1
1163,lw0rcwYyiwE,VARIANT XZY IS NEXT PLEASE LOCK UP THE POLITICIANS,1
1164,lw0rcwYyiwE,Next variant would Alpha/Omega Next XXX Next B1 B2 Next C2 Gin,1
1165,lw0rcwYyiwE,"Just returned pre-delta surge levels, new one comes",1
1169,sEjN7muHOLc,"Philippine Constitution ARTICLE III BILL OF RIGHTS Section 1. No person shall deprived life, liberty, property without due process law, shall person denied equal protection laws. unvaccinated experimental vaccine crime! The free freedom constitutionality acts highest law land superseded.",1
1170,sEjN7muHOLc,"Revelation 13: 15-17 Are scientific evidence easier infect infect vaccinated vaccinated ... not, This unfair want get vaccinated .... And longer go out, How live that? It government also killed want get vaccinated ... Because longer able live, ask money government ... Many pay those, hire home, Payment water bill, electricity, electricity, And buying food ... Those vaccines die covid, hunger ... That's worst death ...",1
1173,sEjN7muHOLc,It's fun Philippines.. come join us..,1
1178,sEjN7muHOLc,A lot corruption country,1
1180,Y-xQtgvNuvA,"I’m scared, I’m living Indonesia Edit: Thank wishing us safe! Stay safe healthy 🇮🇩",1
1183,Y-xQtgvNuvA,Philippines indonesia brothers. Let's help others,1
1184,Y-xQtgvNuvA,"Huh? We already forgot high cases, pretend live like there's covid-19. It's completely normal",1
1189,W7n2FoRinVk,THUMBS DOWN,1
1194,W7n2FoRinVk,❤️,1
1196,W7n2FoRinVk,All right then! Never ending booster yan! Question fully approved accused of? My goodness! 🙄🥴,1
1197,W7n2FoRinVk,THUMBS DOWN,1
1201,Wjj__vIdew0,Your daily dose FEARMONGERING,1
1204,Wjj__vIdew0,nest,1
1212,5DvMPgoKZmM,A new variant inevitable.,1
1215,5DvMPgoKZmM,"The toxic comments section 😄 During time, poor lack knowledge believe speculation .. To believe covid, .. life money depend ..",1
