,channel_id,profiles,p_desc,external_sites,e_desc,LinkedIn,li_desc,Wiki,wi_desc,Website,we_desc,Twitter,tw_desc,Facebook,fb_desc
89,UCBoo_MALVZlUBmSsQAtChVA,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
90,UCPxMZIFE856tbTfdkdjzTSQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.5,At least 50 but less than 100 backlinks,0.0,Less than 25 backlinks
91,UC3njZ48-FDxLleBYaP0SZIg,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
92,UCDpZr9QCE6ClX8S_CX8Gg4A,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
93,UChWtJey46brNr7qHQpN6KLQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,1.0,At least 100 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
94,UCLpn_QJwfehfKuTt0orfYDw,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
95,UCwnKziETDbHJtx78nIkfYug,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
96,UCJg9wBPyKMNA5sRDnvzmkdg,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
97,UC3oKOKlDjM93TKyKLSCOWSQ,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
98,UCu4XcDBdnZkV6-5z2f16M0g,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
99,UC_Qcjmf7vL19BYW_bHYSfAg,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
100,UCH7lEQtLPgyd_nLsCn_EOXg,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
101,UCmouT0FDMQC8PH8CbQFdHUw,0.0,Has no existing profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
102,UCCEQKydMgEFIXA4XDshj0CA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
103,UCgRCNbM4tBQ8GL-PYNiSwCQ,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
104,UCMmaBzfCCwZ2KqaBJjkj0fw,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
105,UCuw0GgMlZlAsWvpI8PgCN8g,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
106,UCvm8V4Dwtz0fbPGbpk7RYAg,0.25,ONLY has an existing Facebook OR Twitter/X profile,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
107,UCzLqOSZPtUKrmSEnlH4LAvw,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
108,UCtL5p5kTIgWA3bcskUccdyw,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
109,UCKop7_gs7xq5tbrDDYuplhA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
110,UCatt7TBjfBkiJWx8khav_Gg,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
111,UCchgIh8Tc4sTmBfnMQ5pDdg,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.5,At least 50 but less than 100 backlinks,0.0,Less than 500 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.5,At least 50 but less than 100 backlinks,0.0,Less than 25 backlinks
112,UCoMdktPbSTixAyNGwb-UYkQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
113,UCrdPiSPVW0rtRsI002BX8iw,0.25,ONLY has an existing Facebook OR Twitter/X profile,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
114,UCVSNOxehfALut52NbkfRBaA,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.25,At least 25 but less than 50 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
